old_local,new_local,phase2_flag
4_1_11_9_10_8_3_5_7_2_0_6,4_1_11_9_10_8_3_5_7_2_0_6,0
4_1_11_9_6_0_2_7_8_10_5_3,4_1_11_9_6_0_2_7_8_10_5_3,0
4_1_11_9_6_3_0_10_7_5_2_8,4_1_11_9_6_3_0_10_7_5_2_8,0
4_1_11_9_7_5_10_8_6_3_2_0,4_1_11_9_7_5_10_8_6_3_2_0,0
4_1_11_9_7_6_5_8_10_0_2_3,4_1_11_9_7_6_5_8_10_0_2_3,0
4_1_11_9_7_6_8_10_0_5_2_3,4_1_11_9_7_6_8_10_0_5_2_3,0
4_1_11_9_8_0_3_6_5_2_10_7,4_1_11_9_8_0_3_6_5_2_10_7,0
4_1_11_9_8_6_7_10_0_2_3_5,4_1_11_9_8_6_7_10_0_2_3_5,0
4_1_1_4_11_4_1_6_11_8_8,4_1_1_4_11_4_1_6_11_8_8,0
4_1_2_0_10_3_7_6_9_8_11_5,4_1_2_0_10_3_7_6_9_8_11_5,0
4_1_2_0_11_3_5_8_7_9_10_6,4_1_2_0_11_3_5_8_7_9_10_6,0
4_1_2_10_11_7_9_8_3_6_5_0,4_1_2_10_11_7_9_8_3_6_5_0,0
4_1_2_10_11_9_6_7_0_8_5_3,4_1_2_10_11_9_6_7_0_8_5_3,0
4_1_2_11_0_8_9_10_6_7_5_3,4_1_2_11_0_8_9_10_6_7_5_3,0
4_1_2_11_0_9_10_7_8_5_6_3,4_1_2_11_0_9_10_7_8_5_6_3,0
4_1_2_11_0_9_10_8_7_6_3_5,4_1_2_11_0_9_10_8_7_6_3_5,0
4_1_2_11_3_0_5_9_10_8_6_7,4_1_2_11_3_0_5_9_10_8_6_7,0
4_1_2_11_9_8_6_7_5_3_0_10,4_1_2_11_9_8_6_7_5_3_0_10,0
4_1_2_3_0_11_10_7_8_9_6_5,4_1_2_3_0_11_10_7_8_9_6_5,0
4_1_2_3_0_8_5_11_6_9_10_7,4_1_2_3_0_8_5_11_6_9_10_7,0
4_1_2_3_10_9_0_11_6_7_8_5,4_1_2_3_10_9_0_11_6_7_8_5,0
4_1_2_3_11_0_10_7_8_5_6_9,4_1_2_3_11_0_10_7_8_5_6_9,0
4_1_2_3_11_0_6_5_9_8_7_10,4_1_2_3_11_0_6_5_9_8_7_10,0
4_1_2_3_5_0_10_7_8_9_11_6,4_1_2_3_5_0_10_7_8_9_11_6,0
4_1_2_3_5_9_0_10_7_8_6_11,4_1_2_3_5_9_0_10_7_8_6_11,0
4_1_2_3_6_5_10_7_8_9_0_11,4_1_2_3_6_5_10_7_8_9_0_11,0
4_1_2_3_6_5_8_7_11_0_9_10,4_1_2_3_6_5_8_7_11_0_9_10,0
4_1_2_3_7_6_5_8_11_0_9_10,4_1_2_3_7_6_5_8_11_0_9_10,0
4_1_2_3_7_9_8_10_6_11_0_5,4_1_2_3_7_9_8_10_6_11_0_5,0
4_1_2_3_8_10_7_6_5_9_11_0,4_1_2_3_8_10_7_6_5_9_11_0,0
4_1_2_3_8_7_10_6_5_9_0_11,4_1_2_3_8_7_10_6_5_9_0_11,0
4_1_2_3_8_9_6_11_0_5_10_7,4_1_2_3_8_9_6_11_0_5_10_7,0
4_1_2_4_4_6_1_8_8_11_7,4_1_2_4_4_6_1_8_8_11_7,0
4_1_2_5_0_6_3_11_8_9_10_7,4_1_2_5_0_6_3_11_8_9_10_7,0
4_1_2_5_10_11_8_9_0_3_6_7,4_1_2_5_10_11_8_9_0_3_6_7,0
4_1_2_5_6_9_10_7_8_11_0_3,4_1_2_5_6_9_10_7_8_11_0_3,0
4_1_2_5_8_7_11_6_0_9_3_10,4_1_2_5_8_7_11_6_0_9_3_10,0
4_1_2_5_8_9_0_11_10_7_6_3,4_1_2_5_8_9_0_11_10_7_6_3,0
4_1_2_6_0_10_9_8_11_5_7_3,4_1_2_6_0_10_9_8_11_5_7_3,0
4_1_2_6_11_3_5_7_8_9_0_10,4_1_2_6_11_3_5_7_8_9_0_10,0
4_1_2_6_3_11_5_10_7_8_0_9,4_1_2_6_3_11_5_10_7_8_0_9,0
4_1_2_6_5_3_8_10_11_9_0_7,4_1_2_6_5_3_8_10_11_9_0_7,0
4_1_2_7_11_0_8_3_9_6_5_10,4_1_2_7_11_0_8_3_9_6_5_10,0
4_1_2_7_8_6_0_5_10_11_3_9,4_1_2_7_8_6_0_5_10_11_3_9,0
4_1_2_7_9_8_5_10_3_11_0_6,4_1_2_7_9_8_5_10_3_11_0_6,0
4_1_2_8_7_11_10_6_5_0_3_9,4_1_2_8_7_11_10_6_5_0_3_9,0
4_1_2_9_0_11_3_7_5_8_6_10,4_1_2_9_0_11_3_7_5_8_6_10,0
4_1_2_9_10_6_7_5_8_11_3_0,4_1_2_9_10_6_7_5_8_11_3_0,0
4_1_2_9_7_11_3_6_5_10_0_8,4_1_2_9_7_11_3_6_5_10_0_8,0
4_1_2_9_7_6_5_8_10_0_11_3,4_1_2_9_7_6_5_8_10_0_11_3,0
4_1_3_0_2_11_10_7_9_6_8_5,4_1_3_0_2_11_10_7_9_6_8_5,0
4_1_3_0_5_10_11_6_9_2_8_7,4_1_3_0_5_10_11_6_9_2_8_7,0
4_1_3_0_6_2_9_10_11_8_7_5,4_1_3_0_6_2_9_10_11_8_7_5,0
4_1_3_0_6_8_5_2_11_9_7_10,4_1_3_0_6_8_5_2_11_9_7_10,0
4_1_3_10_11_8_6_7_2_9_5_0,4_1_3_10_11_8_6_7_2_9_5_0,0
4_1_3_10_2_0_6_11_7_9_8_5,4_1_3_10_2_0_6_11_7_9_8_5,0
4_1_3_10_2_6_7_8_5_9_11_0,4_1_3_10_2_6_7_8_5_9_11_0,0
4_1_3_10_5_2_7_8_6_0_11_9,4_1_3_10_5_2_7_8_6_0_11_9,0
4_1_3_10_6_8_11_2_0_5_9_7,4_1_3_10_6_8_11_2_0_5_9_7,0
4_1_3_10_6_9_11_8_5_7_2_0,4_1_3_10_6_9_11_8_5_7_2_0,0
4_1_3_11_6_1_8_11_9_5_4,4_1_3_11_6_1_8_11_9_5_4,0
4_1_3_11_9_5_7_8_6_10_2_0,4_1_3_11_9_5_7_8_6_10_2_0,0
4_1_3_11_9_8_5_6_10_7_2_0,4_1_3_11_9_8_5_6_10_7_2_0,0
4_1_3_2_0_11_10_7_9_8_6_5,4_1_3_2_0_11_10_7_9_8_6_5,0
4_1_3_2_0_6_7_5_9_8_10_11,4_1_3_2_0_6_7_5_9_8_10_11,0
4_1_3_2_0_8_11_10_9_7_5_6,4_1_3_2_0_8_11_10_9_7_5_6,0
4_1_3_2_0_9_11_10_8_5_7_6,4_1_3_2_0_9_11_10_8_5_7_6,0
4_1_3_2_11_0_5_6_7_10_9_8,4_1_3_2_11_0_5_6_7_10_9_8,0
4_1_3_2_11_6_10_7_9_8_5_0,4_1_3_2_11_6_10_7_9_8_5_0,0
4_1_3_2_5_6_0_11_8_9_7_10,4_1_3_2_5_6_0_11_8_9_7_10,0
4_1_3_2_5_6_8_7_11_9_10_0,4_1_3_2_5_6_8_7_11_9_10_0,0
4_1_3_2_6_11_5_0_8_9_7_10,4_1_3_2_6_11_5_0_8_9_7_10,0
4_1_3_2_6_5_0_11_7_10_8_9,4_1_3_2_6_5_0_11_7_10_8_9,0
4_1_3_2_7_6_8_5_10_11_9_0,4_1_3_2_7_6_8_5_10_11_9_0,0
4_1_3_2_8_10_6_11_9_7_0_5,4_1_3_2_8_10_6_11_9_7_0_5,0
4_1_3_2_8_9_7_6_5_11_10_0,4_1_3_2_8_9_7_6_5_11_10_0,0
4_1_3_2_9_0_10_11_6_7_5_8,4_1_3_2_9_0_10_11_6_7_5_8,0
4_1_3_2_9_10_0_11_8_7_5_6,4_1_3_2_9_10_0_11_8_7_5_6,0
4_1_3_5_0_10_11_7_6_8_9_2,4_1_3_5_0_10_11_7_6_8_9_2,0
4_1_3_5_10_7_0_2_11_6_8_9,4_1_3_5_10_7_0_2_11_6_8_9,0
4_1_3_5_2_6_8_7_10_9_11_0,4_1_3_5_2_6_8_7_10_9_11_0,0
4_1_3_5_2_7_6_10_8_9_0_11,4_1_3_5_2_7_6_10_8_9_0_11,0
4_1_3_5_6_7_8_9_10_0_2_11,4_1_3_5_6_7_8_9_10_0_2_11,0
4_1_3_5_6_8_10_7_9_11_0_2,4_1_3_5_6_8_10_7_9_11_0_2,0
4_1_3_5_7_11_9_8_10_0_2_6,4_1_3_5_7_11_9_8_10_0_2_6,0
4_1_3_5_8_11_2_0_6_9_7_10,4_1_3_5_8_11_2_0_6_9_7_10,0
4_1_3_6_2_8_5_11_10_7_9_0,4_1_3_6_2_8_5_11_10_7_9_0,0
4_1_3_6_5_8_10_7_9_2_0_11,4_1_3_6_5_8_10_7_9_2_0_11,0
4_1_3_6_5_9_11_10_2_0_8_7,4_1_3_6_5_9_11_10_2_0_8_7,0
4_1_3_6_7_5_2_0_8_11_9_10,4_1_3_6_7_5_2_0_8_11_9_10,0
4_1_3_6_8_0_9_7_5_11_10_2,4_1_3_6_8_0_9_7_5_11_10_2,0
4_1_3_6_8_11_9_2_5_7_10_0,4_1_3_6_8_11_9_2_5_7_10_0,0
4_1_3_6_8_5_11_2_0_9_7_10,4_1_3_6_8_5_11_2_0_9_7_10,0
4_1_3_6_9_10_2_5_8_11_0_7,4_1_3_6_9_10_2_5_8_11_0_7,0
4_1_3_7_2_11_10_6_9_0_8_5,4_1_3_7_2_11_10_6_9_0_8_5,0
4_1_3_7_9_10_8_5_6_11_0_2,4_1_3_7_9_10_8_5_6_11_0_2,0
4_1_3_8_10_6_11_2_5_7_0_9,4_1_3_8_10_6_11_2_5_7_0_9,0
4_1_3_8_10_7_0_5_2_6_9_11,4_1_3_8_10_7_0_5_2_6_9_11,0
4_1_3_8_2_0_6_5_7_9_11_10,4_1_3_8_2_0_6_5_7_9_11_10,0
4_1_3_9_10_8_5_11_0_7_6_2,4_1_3_9_10_8_5_11_0_7_6_2,0
4_1_3_9_5_2_6_0_8_11_7_10,4_1_3_9_5_2_6_0_8_11_7_10,0
4_1_3_9_7_0_11_6_8_5_10_2,4_1_3_9_7_0_11_6_8_5_10_2,0
4_1_5_0_2_3_9_8_6_11_7_10,4_1_5_0_2_3_9_8_6_11_7_10,0
4_1_5_0_3_2_8_6_11_7_9_10,4_1_5_0_3_2_8_6_11_7_9_10,0
4_1_5_0_6_11_7_9_10_8_3_2,4_1_5_0_6_11_7_9_10_8_3_2,0
4_1_5_0_7_11_8_10_9_6_3_2,4_1_5_0_7_11_8_10_9_6_3_2,0
4_1_5_0_8_9_11_6_7_10_2_3,4_1_5_0_8_9_11_6_7_10_2_3,0
4_1_5_0_9_6_7_3_11_2_10_8,4_1_5_0_9_6_7_3_11_2_10_8,0
4_1_5_0_9_8_6_10_11_7_2_3,4_1_5_0_9_8_6_10_11_7_2_3,0
4_1_5_10_10_3_2_2_2_4_7,4_1_5_10_10_3_2_2_2_4_7,0
4_1_5_10_8_0_3_6_2_11_9_7,4_1_5_10_8_0_3_6_2_11_9_7,0
4_1_5_11_7_2_3_9_10_6_0_8,4_1_5_11_7_2_3_9_10_6_0_8,0
4_1_5_2_0_3_10_9_8_7_11_6,4_1_5_2_0_3_10_9_8_7_11_6,0
4_1_5_2_0_8_11_6_7_10_9_3,4_1_5_2_0_8_11_6_7_10_9_3,0
4_1_5_2_6_0_8_11_3_9_7_10,4_1_5_2_6_0_8_11_3_9_7_10,0
4_1_5_2_6_3_10_7_11_8_0_9,4_1_5_2_6_3_10_7_11_8_0_9,0
4_1_5_2_6_3_7_11_8_0_9_10,4_1_5_2_6_3_7_11_8_0_9_10,0
4_1_5_2_6_3_9_0_8_11_7_10,4_1_5_2_6_3_9_0_8_11_7_10,0
4_1_5_2_6_7_3_9_10_11_8_0,4_1_5_2_6_7_3_9_10_11_8_0,0
4_1_5_2_8_3_0_9_7_10_6_11,4_1_5_2_8_3_0_9_7_10_6_11,0
4_1_5_3_0_8_11_10_7_6_2_9,4_1_5_3_0_8_11_10_7_6_2_9,0
4_1_5_3_0_9_7_10_2_6_11_8,4_1_5_3_0_9_7_10_2_6_11_8,0
4_1_5_3_10_2_0_8_11_9_6_7,4_1_5_3_10_2_0_8_11_9_6_7,0
4_1_5_3_10_7_2_8_11_9_6_0,4_1_5_3_10_7_2_8_11_9_6_0,0
4_1_5_3_6_7_10_8_9_11_2_0,4_1_5_3_6_7_10_8_9_11_2_0,0
4_1_5_3_7_10_8_2_0_6_11_9,4_1_5_3_7_10_8_2_0_6_11_9,0
4_1_5_6_10_7_2_3_11_0_9_8,4_1_5_6_10_7_2_3_11_0_9_8,0
4_1_5_6_2_7_3_11_0_8_9_10,4_1_5_6_2_7_3_11_0_8_9_10,0
4_1_5_6_3_8_2_10_7_11_0_9,4_1_5_6_3_8_2_10_7_11_0_9,0
4_1_5_6_7_0_11_2_10_9_8_3,4_1_5_6_7_0_11_2_10_9_8_3,0
4_1_5_6_8_0_7_3_9_10_11_2,4_1_5_6_8_0_7_3_9_10_11_2,0
4_1_5_6_8_0_9_11_2_10_7_3,4_1_5_6_8_0_9_11_2_10_7_3,0
4_1_5_6_8_10_2_9_7_0_11_3,4_1_5_6_8_10_2_9_7_0_11_3,0
4_1_5_6_8_2_3_10_9_0_7_11,4_1_5_6_8_2_3_10_9_0_7_11,0
4_1_5_6_8_3_9_7_2_10_0_11,4_1_5_6_8_3_9_7_2_10_0_11,0
4_1_5_6_9_10_11_2_3_8_7_0,4_1_5_6_9_10_11_2_3_8_7_0,0
4_1_5_6_9_2_10_7_11_0_3_8,4_1_5_6_9_2_10_7_11_0_3_8,0
4_1_5_7_11_8_0_3_2_6_9_10,4_1_5_7_11_8_0_3_2_6_9_10,0
4_1_5_7_11_8_0_9_10_2_3_6,4_1_5_7_11_8_0_9_10_2_3_6,0
4_1_5_7_6_0_2_8_10_9_11_3,4_1_5_7_6_0_2_8_10_9_11_3,0
4_1_5_7_6_0_8_9_10_2_3_11,4_1_5_7_6_0_8_9_10_2_3_11,0
4_1_5_7_6_3_0_2_9_8_11_10,4_1_5_7_6_3_0_2_9_8_11_10,0
4_1_5_7_6_3_10_0_11_8_2_9,4_1_5_7_6_3_10_0_11_8_2_9,0
4_1_5_7_8_3_6_0_11_9_2_10,4_1_5_7_8_3_6_0_11_9_2_10,0
4_1_5_8_0_3_10_7_11_2_6_9,4_1_5_8_0_3_10_7_11_2_6_9,0
4_1_5_8_0_9_6_7_10_2_11_3,4_1_5_8_0_9_6_7_10_2_11_3,0
4_1_5_8_10_2_9_11_7_0_3_6,4_1_5_8_10_2_9_11_7_0_3_6,0
4_1_5_8_11_9_10_6_7_2_3_0,4_1_5_8_11_9_10_6_7_2_3_0,0
4_1_5_8_5_8_6_7_6_7_6,4_1_5_8_5_8_6_7_6_7_6,0
4_1_5_8_6_10_0_3_9_7_2_11,4_1_5_8_6_10_0_3_9_7_2_11,0
4_1_5_9_0_10_8_2_7_3_6_11,4_1_5_9_0_10_8_2_7_3_6_11,0
4_1_5_9_10_0_8_2_3_7_11_6,4_1_5_9_10_0_8_2_3_7_11_6,0
4_1_5_9_11_7_7_3_3_7_6,4_1_5_9_11_7_7_3_3_7_6,0
4_1_5_9_2_3_7_0_11_6_10_8,4_1_5_9_2_3_7_0_11_6_10_8,0
4_1_5_9_8_6_0_2_3_11_7_10,4_1_5_9_8_6_0_2_3_11_7_10,0
4_1_6_0_11_9_10_5_7_8_2_3,4_1_6_0_11_9_10_5_7_8_2_3,0
4_1_6_0_7_10_9_11_8_2_5_3,4_1_6_0_7_10_9_11_8_2_5_3,0
4_1_6_0_7_5_8_9_11_3_2_10,4_1_6_0_7_5_8_9_11_3_2_10,0
4_1_6_10_11_8_3_5_2_0_9_7,4_1_6_10_11_8_3_5_2_0_9_7,0
4_1_6_10_2_5_3_0_9_7_11_8,4_1_6_10_2_5_3_0_9_7_11_8,0
4_1_6_10_3_11_5_2_7_9_0_8,4_1_6_10_3_11_5_2_7_9_0_8,0
4_1_6_10_5_3_8_2_7_9_11_0,4_1_6_10_5_3_8_2_7_9_11_0,0
4_1_6_10_7_9_2_5_3_11_8_0,4_1_6_10_7_9_2_5_3_11_8_0,0
4_1_6_11_0_5_2_3_8_9_10_7,4_1_6_11_0_5_2_3_8_9_10_7,0
4_1_6_11_0_9_2_7_8_5_10_3,4_1_6_11_0_9_2_7_8_5_10_3,0
4_1_6_11_3_1_7_11_10_1_8,4_1_6_11_3_1_7_11_10_1_8,0
4_1_6_11_5_10_3_9_7_2_8_0,4_1_6_11_5_10_3_9_7_2_8_0,0
4_1_6_11_8_3_4_2_4_1_6,4_1_6_11_8_3_4_2_4_1_6,0
4_1_6_11_8_5_10_3_0_9_2_7,4_1_6_11_8_5_10_3_0_9_2_7,0
4_1_6_11_8_9_10_7_0_5_2_3,4_1_6_11_8_9_10_7_0_5_2_3,0
4_1_6_2_3_5_11_9_8_0_7_10,4_1_6_2_3_5_11_9_8_0_7_10,0
4_1_6_2_5_10_8_9_0_7_3_11,4_1_6_2_5_10_8_9_0_7_3_11,0
4_1_6_2_8_10_3_11_0_7_5_9,4_1_6_2_8_10_3_11_0_7_5_9,0
4_1_6_2_9_11_8_0_3_5_10_7,4_1_6_2_9_11_8_0_3_5_10_7,0
4_1_6_3_5_7_9_0_2_8_10_11,4_1_6_3_5_7_9_0_2_8_10_11,0
4_1_6_3_5_9_0_7_10_11_2_8,4_1_6_3_5_9_0_7_10_11_2_8,0
4_1_6_3_8_5_10_7_0_9_2_11,4_1_6_3_8_5_10_7_0_9_2_11,0
4_1_6_3_9_2_0_7_10_11_5_8,4_1_6_3_9_2_0_7_10_11_5_8,0
4_1_6_4_3_4_4_5_2_4_7,4_1_6_4_3_4_4_5_2_4_7,0
4_1_6_5_0_9_8_2_11_3_7_10,4_1_6_5_0_9_8_2_11_3_7_10,0
4_1_6_5_3_0_2_10_9_11_7_8,4_1_6_5_3_0_2_10_9_11_7_8,0
4_1_6_7_0_10_11_3_2_5_9_8,4_1_6_7_0_10_11_3_2_5_9_8,0
4_1_6_7_10_11_2_5_0_8_3_9,4_1_6_7_10_11_2_5_0_8_3_9,0
4_1_6_7_2_3_0_10_8_5_9_11,4_1_6_7_2_3_0_10_8_5_9_11,0
4_1_6_7_2_3_0_11_8_10_9_5,4_1_6_7_2_3_0_11_8_10_9_5,0
4_1_6_7_3_2_9_8_5_10_11_0,4_1_6_7_3_2_9_8_5_10_11_0,0
4_1_6_7_9_0_2_3_5_8_11_10,4_1_6_7_9_0_2_3_5_8_11_10,0
4_1_6_8_0_7_3_2_5_11_9_10,4_1_6_8_0_7_3_2_5_11_9_10,0
4_1_6_8_10_9_11_0_2_5_3_7,4_1_6_8_10_9_11_0_2_5_3_7,0
4_1_6_8_11_2_7_3_5_10_0_9,4_1_6_8_11_2_7_3_5_10_0_9,0
4_1_6_8_11_3_0_2_9_5_10_7,4_1_6_8_11_3_0_2_9_5_10_7,0
4_1_6_8_11_9_7_10_0_5_3_2,4_1_6_8_11_9_7_10_0_5_3_2,0
4_1_6_8_3_5_6_9_8_11_7,4_1_6_8_3_5_6_9_8_11_7,0
4_1_6_8_9_10_11_0_3_5_7_2,4_1_6_8_9_10_11_0_3_5_7_2,0
4_1_6_9_0_5_8_11_3_7_10_2,4_1_6_9_0_5_8_11_3_7_10_2,0
4_1_6_9_10_5_8_3_2_0_7_11,4_1_6_9_10_5_8_3_2_0_7_11,0
4_1_6_9_2_5_3_0_8_11_10_7,4_1_6_9_2_5_3_0_8_11_10_7,0
4_1_6_9_2_8_0_5_11_7_3_10,4_1_6_9_2_8_0_5_11_7_3_10,0
4_1_7_0_3_6_5_10_9_11_8_2,4_1_7_0_3_6_5_10_9_11_8_2,0
4_1_7_0_8_3_6_11_9_2_10_5,4_1_7_0_8_3_6_11_9_2_10_5,0
4_1_7_10_0_9_3_6_8_5_11_2,4_1_7_10_0_9_3_6_8_5_11_2,0
4_1_7_10_11_6_2_3_5_0_8_9,4_1_7_10_11_6_2_3_5_0_8_9,0
4_1_7_10_11_8_2_5_6_3_9_0,4_1_7_10_11_8_2_5_6_3_9_0,0
4_1_7_10_3_6_5_11_9_0_8_2,4_1_7_10_3_6_5_11_9_0_8_2,0
4_1_7_10_5_11_3_2_9_8_6_0,4_1_7_10_5_11_3_2_9_8_6_0,0
4_1_7_10_8_0_5_3_2_6_11_9,4_1_7_10_8_0_5_3_2_6_11_9,0
4_1_7_10_8_5_11_2_0_9_3_6,4_1_7_10_8_5_11_2_0_9_3_6,0
4_1_7_10_8_5_9_3_11_0_2_6,4_1_7_10_8_5_9_3_11_0_2_6,0
4_1_7_10_9_6_0_3_2_11_5_8,4_1_7_10_9_6_0_3_2_11_5_8,0
4_1_7_11_2_8_9_5_0_10_3_6,4_1_7_11_2_8_9_5_0_10_3_6,0
4_1_7_11_3_2_8_10_0_9_5_6,4_1_7_11_3_2_8_10_0_9_5_6,0
4_1_7_11_5_2_8_0_6_10_3_9,4_1_7_11_5_2_8_0_6_10_3_9,0
4_1_7_11_8_2_6_10_5_0_3_9,4_1_7_11_8_2_6_10_5_0_3_9,0
4_1_7_11_9_2_5_10_3_8_6_0,4_1_7_11_9_2_5_10_3_8_6_0,0
4_1_7_2_6_9_0_10_5_3_11_8,4_1_7_2_6_9_0_10_5_3_11_8,0
4_1_7_2_8_11_3_9_10_0_5_6,4_1_7_2_8_11_3_9_10_0_5_6,0
4_1_7_5_0_3_8_9_6_10_11_2,4_1_7_5_0_3_8_9_6_10_11_2,0
4_1_7_5_11_6_9_3_8_2_0_10,4_1_7_5_11_6_9_3_8_2_0_10,0
4_1_7_5_2_10_8_3_11_9_6_0,4_1_7_5_2_10_8_3_11_9_6_0,0
4_1_7_5_2_8_9_11_0_3_6_10,4_1_7_5_2_8_9_11_0_3_6_10,0
4_1_7_5_8_10_0_9_3_6_2_11,4_1_7_5_8_10_0_9_3_6_2_11,0
4_1_7_5_8_9_10_6_2_0_11_3,4_1_7_5_8_9_10_6_2_0_11_3,0
4_1_7_5_9_10_8_11_3_6_2_0,4_1_7_5_9_10_8_11_3_6_2_0,0
4_1_7_5_9_2_8_11_6_3_10_0,4_1_7_5_9_2_8_11_6_3_10_0,0
4_1_7_6_0_11_5_10_3_9_8_2,4_1_7_6_0_11_5_10_3_9_8_2,0
4_1_7_6_0_11_5_3_10_2_9_8,4_1_7_6_0_11_5_3_10_2_9_8,0
4_1_7_6_10_2_3_11_8_0_9_5,4_1_7_6_10_2_3_11_8_0_9_5,0
4_1_7_6_10_3_0_9_5_8_11_2,4_1_7_6_10_3_0_9_5_8_11_2,0
4_1_7_6_11_10_0_5_3_9_8_2,4_1_7_6_11_10_0_5_3_9_8_2,0
4_1_7_6_2_10_9_5_0_11_8_3,4_1_7_6_2_10_9_5_0_11_8_3,0
4_1_7_6_3_10_9_5_0_11_8_2,4_1_7_6_3_10_9_5_0_11_8_2,0
4_1_7_6_3_5_8_9_2_11_0_10,4_1_7_6_3_5_8_9_2_11_0_10,0
4_1_7_6_3_8_10_5_11_2_9_0,4_1_7_6_3_8_10_5_11_2_9_0,0
4_1_7_6_8_3_10_9_2_5_11_0,4_1_7_6_8_3_10_9_2_5_11_0,0
4_1_7_6_9_10_11_0_8_5_3_2,4_1_7_6_9_10_11_0_8_5_3_2,0
4_1_7_8_0_11_6_3_9_10_2_5,4_1_7_8_0_11_6_3_9_10_2_5,0
4_1_7_8_10_9_3_2_11_6_0_5,4_1_7_8_10_9_3_2_11_6_0_5,0
4_1_7_8_11_9_0_10_3_5_2_6,4_1_7_8_11_9_0_10_3_5_2_6,0
4_1_7_8_5_11_9_10_3_2_6_0,4_1_7_8_5_11_9_10_3_2_6_0,0
4_1_7_8_6_2_0_10_9_11_5_3,4_1_7_8_6_2_0_10_9_11_5_3,0
4_1_7_8_9_0_11_6_10_5_3_2,4_1_7_8_9_0_11_6_10_5_3_2,0
4_1_7_9_0_5_11_2_8_10_3_6,4_1_7_9_0_5_11_2_8_10_3_6,0
4_1_7_9_11_2_6_3_8_10_0_5,4_1_7_9_11_2_6_3_8_10_0_5,0
4_1_7_9_11_6_3_2_8_10_0_5,4_1_7_9_11_6_3_2_8_10_0_5,0
4_1_7_9_5_3_11_2_8_6_10_0,4_1_7_9_5_3_11_2_8_6_10_0,0
4_1_7_9_8_5_10_6_0_3_2_11,4_1_7_9_8_5_10_6_0_3_2_11,0
4_1_8_0_3_11_6_9_5_10_7_2,4_1_8_0_3_11_6_9_5_10_7_2,0
4_1_8_0_3_11_7_10_2_9_6_5,4_1_8_0_3_11_7_10_2_9_6_5,0
4_1_8_0_7_3_11_5_10_6_9_2,4_1_8_0_7_3_11_5_10_6_9_2,0
4_1_8_0_9_11_10_7_2_6_3_5,4_1_8_0_9_11_10_7_2_6_3_5,0
4_1_8_0_9_2_3_7_6_10_5_11,4_1_8_0_9_2_3_7_6_10_5_11,0
4_1_8_10_3_2_11_5_7_9_6_0,4_1_8_10_3_2_11_5_7_9_6_0,0
4_1_8_10_3_7_6_0_9_5_11_2,4_1_8_10_3_7_6_0_9_5_11_2,0
4_1_8_11_3_2_0_5_9_7_6_10,4_1_8_11_3_2_0_5_9_7_6_10,0
4_1_8_11_3_6_10_2_5_9_0_7,4_1_8_11_3_6_10_2_5_9_0_7,0
4_1_8_11_5_0_6_9_2_7_3_10,4_1_8_11_5_0_6_9_2_7_3_10,0
4_1_8_11_5_6_0_3_7_9_2_10,4_1_8_11_5_6_0_3_7_9_2_10,0
4_1_8_11_6_9_5_0_2_3_7_10,4_1_8_11_6_9_5_0_2_3_7_10,0
4_1_8_11_9_6_10_7_2_5_3_0,4_1_8_11_9_6_10_7_2_5_3_0,0
4_1_8_2_10_11_0_3_6_5_7_9,4_1_8_2_10_11_0_3_6_5_7_9,0
4_1_8_2_6_11_9_0_10_5_7_3,4_1_8_2_6_11_9_0_10_5_7_3,0
4_1_8_2_7_3_5_11_9_0_10_6,4_1_8_2_7_3_5_11_9_0_10_6,0
4_1_8_5_0_9_6_2_10_7_3_11,4_1_8_5_0_9_6_2_10_7_3_11,0
4_1_8_5_2_11_9_6_0_10_7_3,4_1_8_5_2_11_9_6_0_10_7_3,0
4_1_8_5_6_0_11_2_7_10_9_3,4_1_8_5_6_0_11_2_7_10_9_3,0
4_1_8_5_7_0_9_11_6_3_2_10,4_1_8_5_7_0_9_11_6_3_2_10,0
4_1_8_6_0_3_5_9_7_10_2_11,4_1_8_6_0_3_5_9_7_10_2_11,0
4_1_8_6_0_9_3_10_7_5_11_2,4_1_8_6_0_9_3_10_7_5_11_2,0
4_1_8_6_11_0_9_3_2_5_7_10,4_1_8_6_11_0_9_3_2_5_7_10,0
4_1_8_6_11_9_0_5_10_7_3_2,4_1_8_6_11_9_0_5_10_7_3_2,0
4_1_8_6_3_0_10_7_5_2_11_9,4_1_8_6_3_0_10_7_5_2_11_9,0
4_1_8_6_3_11_9_5_0_10_7_2,4_1_8_6_3_11_9_5_0_10_7_2,0
4_1_8_6_5_9_3_11_0_2_7_10,4_1_8_6_5_9_3_11_0_2_7_10,0
4_1_8_7_0_11_3_2_6_5_10_9,4_1_8_7_0_11_3_2_6_5_10_9,0
4_1_8_7_3_4_6_9_4_9_7,4_1_8_7_3_4_6_9_4_9_7,0
4_1_8_7_9_10_11_2_5_3_0_6,4_1_8_7_9_10_11_2_5_3_0_6,0
4_1_8_9_0_5_3_2_6_11_10_7,4_1_8_9_0_5_3_2_6_11_10_7,0
4_1_8_9_0_5_3_2_7_10_11_6,4_1_8_9_0_5_3_2_7_10_11_6,0
4_1_8_9_10_11_7_2_5_0_3_6,4_1_8_9_10_11_7_2_5_0_3_6,0
4_1_8_9_2_6_10_3_5_7_0_11,4_1_8_9_2_6_10_3_5_7_0_11,0
